D,AZ,ELEV,TILT,CLASS,FQ,OBS,RSRP
326.6837546,57.14335176,4.027234306,1.027234306,3,1800,0,-80
332.5156347,56.89369055,3.956828349,0.956828349,3,1800,0,-79
337.6306037,56.76815841,3.897070099,0.897070099,3,1800,0,-79
342.0882646,56.79605999,3.846441859,0.846441859,3,1800,0,-75
346.5459841,56.82324373,3.797109666,0.797109666,3,1800,0,-74
351.0360344,56.86710693,3.748680772,0.748680772,3,1800,0,-73
355.6234573,56.96128342,3.700459286,0.700459286,3,1800,0,-76
355.6234573,56.96128342,3.700459286,0.700459286,3,1800,0,-76
355.6234573,56.96128342,3.700459286,0.700459286,3,1800,0,-76
358.9156726,57.28377729,3.666609213,0.666609213,3,1800,0,-80
361.5411868,57.72695649,3.640054126,0.640054126,3,1800,0,-80
363.5190204,58.23522006,3.620302141,0.620302141,3,1800,0,-81
363.6638692,58.7449221,3.618863993,0.618863993,3,1800,0,-81
362.9203478,59.21178422,3.626258262,0.626258262,3,1800,0,-81
362.163579,59.66396805,3.633815327,0.633815327,3,1800,0,-81
359.1886126,59.96568113,3.663830624,0.663830624,3,1800,0,-81
355.071861,60.13074292,3.706191858,0.706191858,3,1800,0,-81
350.8810026,60.26561683,3.750332348,0.750332348,3,1800,0,-80
345.8207801,60.43780092,3.805049034,0.805049034,3,1800,0,-78
340.8285618,60.59102832,3.860615402,0.860615402,3,1800,0,-77
335.7744328,60.7732668,3.918546286,0.918546286,3,1800,0,-77
330.7238263,60.96107326,3.978197159,0.978197159,3,1800,0,-75
325.6367628,61.13645638,4.040139915,1.040139915,3,1800,0,-75
319.7882936,61.34947806,4.113776873,1.113776873,3,1800,0,-75
314.7490859,61.55605569,4.179407863,1.179407863,3,1800,0,-74
309.672903,61.75024661,4.43162909,1.43162909,3,1800,0,-74
305.5075711,61.92730769,4.491804913,1.491804913,3,1800,0,-73
302.168495,62.0458581,4.541234566,1.541234566,3,1800,0,-73
298.8119231,62.21458207,4.592029557,1.592029557,3,1800,0,-74
295.4760913,62.33906304,4.643646655,1.643646655,3,1800,0,-73
291.9965627,62.45455063,4.698735581,1.698735581,3,1800,0,-72
287.7150747,62.59135283,4.768337402,1.768337402,3,1800,0,-73
287.7150747,62.59135283,4.768337402,1.768337402,3,1800,0,-73
283.3494383,62.69081117,5.042165945,2.042165945,3,1800,0,-76
278.0795219,62.82205489,5.13721402,2.13721402,3,1800,0,-76
272.7244261,62.91534808,5.23753043,2.23753043,3,1800,0,-75
268.1447449,62.91629732,5.326472718,2.326472718,3,1800,0,-75
262.7469653,62.99271996,5.435249105,2.435249105,3,1800,0,-75
257.3061138,63.04956843,5.54946976,2.54946976,3,1800,0,-74
251.9677062,63.0989617,5.666288404,2.666288404,3,1800,0,-74
247.3444224,63.0796977,5.771492368,2.771492368,3,1800,0,-73
241.8166409,63.0936691,5.902504004,2.902504004,3,1800,0,-73
237.1498565,63.04876166,6.017812989,3.017812989,3,1800,0,-75
233.1124015,62.87707466,6.121255542,3.121255542,3,1800,0,-76
228.3601253,62.77460368,6.247644383,3.247644383,3,1800,0,-77
219.5335813,62.4516874,6.496729926,3.496729926,3,1800,0,-76
219.5335813,62.4516874,6.496729926,3.496729926,3,1800,0,-76
215.4386486,62.13413009,6.881404825,3.881404825,3,1800,0,-75
215.4386486,62.13413009,6.881404825,3.881404825,3,1800,0,-75
215.4386486,62.13413009,6.881404825,3.881404825,3,1800,0,-75
211.9083235,61.61455047,6.994920255,3.994920255,3,1800,0,-75
209.1059364,60.90457785,7.087717252,4.087717252,3,1800,0,-77
207.7869971,59.93067074,7.132245039,4.132245039,3,1800,0,-77
206.5649414,58.97378163,7.174001647,4.174001647,3,1800,0,-77
206.0722356,57.88016112,7.19097489,4.19097489,3,1800,0,-80
206.6440518,56.73120585,7.171283796,4.171283796,3,1800,0,-79
208.0000531,55.59872894,6.853633439,3.853633439,3,1800,0,-77
208.7911255,54.5270763,6.82791185,3.82791185,3,1800,0,-77
210.3850812,53.38513974,6.776663951,3.776663951,3,1800,0,-79
212.0001285,52.32592131,6.725513059,3.725513059,3,1800,0,-72
213.8171384,51.30646755,6.668876872,3.668876872,3,1800,0,-75
215.6610919,50.24637533,6.612363492,3.612363492,3,1800,0,-75
219.548935,48.15263871,6.238519326,3.238519326,3,1800,0,-75
221.6067444,47.14826234,6.181039793,3.181039793,3,1800,0,-74
223.7796148,46.27588587,6.1214806,3.1214806,3,1800,0,-75
226.8302486,45.5417399,6.039765606,3.039765606,3,1800,0,-75
229.1709974,44.92665281,5.978524627,2.978524627,3,1800,0,-78
232.5365467,44.66272624,5.892609492,2.892609492,3,1800,0,-77
235.9871153,44.97368263,5.807041782,2.807041782,3,1800,0,-76
238.7862996,45.58506547,5.739425582,2.739425582,3,1800,0,-76
241.6120493,46.18221419,5.67274107,2.67274107,3,1800,0,-78
242.943768,47.07219391,5.641846577,2.641846577,3,1800,0,-76
244.192724,47.90418705,5.613175356,2.613175356,3,1800,0,-72
246.3206214,48.61948847,5.334482224,2.334482224,3,1800,0,-74
249.2916147,49.18847701,5.27126751,2.27126751,3,1800,0,-77
253.0505309,49.56108282,5.19339732,2.19339732,3,1800,0,-79
257.5285105,49.81985584,5.103574127,2.103574127,3,1800,0,-78
262.9057692,50.05978452,4.99972438,1.99972438,3,1800,0,-78
267.4133557,50.32409488,4.915864268,1.915864268,3,1800,0,-78
271.9060463,50.55660456,4.835027949,1.835027949,3,1800,0,-77
276.382301,50.75890754,4.757082727,1.757082727,3,1800,0,-77
276.382301,50.75890754,4.757082727,1.757082727,3,1800,0,-76
276.382301,50.75890754,4.757082727,1.757082727,3,1800,0,-76
280.8618714,50.95475963,4.681550207,1.681550207,3,1800,0,-75
286.1949542,51.08824102,4.594689187,1.594689187,3,1800,0,-73
290.5932098,51.18639671,4.525437621,1.525437621,3,1800,0,-69
295.8419538,51.22684516,4.445473314,1.445473314,3,1800,0,-68
301.0691234,51.24512984,4.557747411,1.557747411,3,1800,0,-67
305.4033123,51.27488458,4.49333205,1.49333205,3,1800,0,-68
310.5654288,51.2314467,4.418943665,1.418943665,3,1800,0,-70
314.8130205,51.18110111,4.359552807,1.359552807,3,1800,0,-76
319.0394019,51.11250243,4.302019162,1.302019162,3,1800,0,-76
323.2875319,51.06503936,4.245696956,1.245696956,3,1800,0,-71
323.2875319,51.06503936,4.245696956,1.245696956,3,1800,0,-72
327.6426199,51.11423994,4.189464629,1.189464629,3,1800,0,-75
332.1716346,51.21489244,4.132542374,1.132542374,3,1800,0,-78
336.6145561,51.33510388,3.908796724,0.908796724,3,1800,0,-79
345.1575229,52.0117417,3.812339302,0.812339302,3,1800,0,-79
348.3367811,52.44310107,3.77764542,0.77764542,3,1800,0,-80
355.7198379,53.31935353,3.699459449,0.699459449,3,1800,0,-80
359.0101275,53.76077454,3.665647166,0.665647166,3,1800,0,-80
362.1592116,54.16435157,3.633859031,0.633859031,3,1800,0,-80
364.6530664,54.57036264,3.609073055,0.609073055,3,1800,0,-81
367.0864654,54.99208243,3.429713054,0.429713054,3,1800,0,-81
368.9385024,55.52354088,3.56726045,0.56726045,3,1800,0,-80
371.6305507,56.04946042,3.541485638,0.541485638,3,1800,0,-79
371.6305507,56.04946042,3.541485638,0.541485638,3,1800,0,-79
372.7889757,56.65715871,3.530508509,0.530508509,3,1800,0,-80
374.6985929,57.20951555,3.512560759,0.512560759,3,1800,0,-82
374.248467,57.83786595,3.516774881,0.516774881,3,1800,0,-80
374.5458598,58.36006684,3.513989529,0.513989529,3,1800,0,-83
373.9288084,58.93095585,3.519773693,0.519773693,3,1800,0,-83
372.5048426,59.49523034,3.533194633,0.533194633,3,1800,0,-80
370.3489856,60.08888025,3.707796368,0.707796368,3,1800,0,-80
368.1687552,60.71171126,3.729691491,0.729691491,3,1800,0,-81
366.2169696,61.36797164,3.749512657,0.749512657,3,1800,0,-81
364.0857794,61.98906962,3.771397416,0.771397416,3,1800,0,-82
360.7683099,62.46926964,3.805976092,0.805976092,3,1800,0,-81
357.6919264,62.67322954,3.838612516,0.838612516,3,1800,0,-84
353.8296505,62.62229184,3.880386096,0.880386096,3,1800,0,-79
349.9424028,62.51281672,3.760362499,0.760362499,3,1800,0,-79
347.5635974,61.942343,3.786024688,0.786024688,3,1800,0,-79
345.0176001,61.27808069,3.813880844,0.813880844,3,1800,0,-80
344.2213305,60.51727885,3.822677172,0.822677172,3,1800,0,-78
343.4860758,59.7530846,3.830835527,0.830835527,3,1800,0,-82
342.7795611,59.02693819,3.838707811,0.838707811,3,1800,0,-81
342.2687277,58.30974626,3.844419885,0.844419885,3,1800,0,-81
341.8116762,57.59052333,3.849544982,0.849544982,3,1800,0,-81
341.8116762,57.59052333,3.849544982,0.849544982,3,1800,0,-81
341.3993038,56.92847201,3.854180798,0.854180798,3,1800,0,-80
341.1392506,56.25968429,3.857110006,0.857110006,3,1800,0,-80
341.1392506,56.25968429,3.857110006,0.857110006,3,1800,0,-80
341.6447821,55.53696838,3.851419834,0.851419834,3,1800,0,-80
341.4530354,54.84985992,3.853576126,0.853576126,3,1800,0,-80
341.2027571,54.16664101,3.856394267,0.856394267,3,1800,0,-82
340.2711655,53.53124228,3.866920283,0.866920283,3,1800,0,-82
340.2725296,52.87730707,3.866904828,0.866904828,3,1800,0,-84
339.497227,52.29188883,3.875708714,0.875708714,3,1800,0,-79
337.2175016,51.83526703,3.901829395,0.901829395,3,1800,0,-80
334.221075,51.51461943,3.936701364,0.936701364,3,1800,0,-81
332.1069032,51.15844067,4.133345061,1.133345061,3,1800,0,-77
328.4504481,51.02726492,4.179197138,1.179197138,3,1800,0,-76
328.4504481,51.02726492,4.179197138,1.179197138,3,1800,0,-76
324.9680179,50.9471914,4.223821123,1.223821123,3,1800,0,-76
321.610049,51.08311341,4.267760439,1.267760439,3,1800,0,-76
318.4282455,51.37890397,4.310244901,1.310244901,3,1800,0,-76
316.4374489,51.82146739,4.337258705,1.337258705,3,1800,0,-77
316.4374489,51.82146739,4.337258705,1.337258705,3,1800,0,-78
314.5955241,52.47179433,4.362555162,1.362555162,3,1800,0,-78
313.6781343,53.19633895,4.375264515,1.375264515,3,1800,0,-77
313.8616229,53.94021464,4.372716588,1.372716588,3,1800,0,-76
313.2668484,54.74395649,4.380986422,1.380986422,3,1800,0,-76
314.3094671,55.44966036,4.366510231,1.366510231,3,1800,0,-77
314.5461874,56.19560764,4.363236789,1.363236789,3,1800,0,-77
314.0277128,56.94281903,4.370412812,1.370412812,3,1800,0,-76
315.1502014,57.60033565,4.354906451,1.354906451,3,1800,0,-75
315.5052475,58.32281042,4.169426573,1.169426573,3,1800,0,-75
315.910367,59.04354668,4.164098573,1.164098573,3,1800,0,-75
315.5585186,59.77204716,4.168725193,1.168725193,3,1800,0,-76
315.1800278,60.46418862,4.173713616,1.173713616,3,1800,0,-76
313.7783942,61.10283448,4.192291078,1.192291078,3,1800,0,-76
311.3027726,61.67465211,4.408518377,1.408518377,3,1800,0,-74
308.625747,62.09492762,4.446605245,1.446605245,3,1800,0,-74
304.8045848,62.43204263,4.50212205,1.50212205,3,1800,0,-74
304.8045848,62.43204263,4.50212205,1.50212205,3,1800,0,-73
301.2408154,62.50596248,4.55516066,1.55516066,3,1800,0,-74
298.0740231,62.31872227,4.603348603,1.603348603,3,1800,0,-74
295.4837015,61.94273444,4.64352758,1.64352758,3,1800,0,-74
292.1715195,60.70513895,4.695934494,1.695934494,3,1800,0,-75
291.5868867,59.9562128,4.705307626,1.705307626,3,1800,0,-77
291.1206198,59.17655057,4.517273054,1.517273054,3,1800,0,-78
290.5679626,58.38063663,4.525829199,1.525829199,3,1800,0,-77
290.9576696,57.48064377,4.519792463,1.519792463,3,1800,0,-76
290.4293431,56.61853126,4.52798036,1.52798036,3,1800,0,-76
290.0739136,55.74751779,4.53350541,1.53350541,3,1800,0,-77
289.7571488,54.85331886,4.53844078,1.53844078,3,1800,0,-78
289.7571488,54.85331886,4.53844078,1.53844078,3,1800,0,-78
289.7571488,54.85331886,4.53844078,1.53844078,3,1800,0,-79
288.7028458,54.04274142,4.554944923,1.554944923,3,1800,0,-79
288.4889705,53.21256039,4.55830757,1.55830757,3,1800,0,-77
287.6243898,52.45779654,4.57195155,1.57195155,3,1800,0,-77
286.8325768,51.72036429,4.584518881,1.584518881,3,1800,0,-74
284.5389373,51.13077915,4.621314789,1.621314789,3,1800,0,-74
281.5049944,50.67598092,4.67090217,1.67090217,3,1800,0,-74
278.5089057,50.23381567,4.720923975,1.720923975,3,1800,0,-73
275.0136797,50.10636063,4.780647167,1.780647167,3,1800,0,-73
271.7845873,50.41833689,4.837178446,1.837178446,3,1800,0,-73
268.9033559,50.98945217,4.88875772,1.88875772,3,1800,0,-70
267.0130148,51.74979177,4.923198577,1.923198577,3,1800,0,-70
266.0500368,52.60142702,4.940930221,1.940930221,3,1800,0,-73
265.2542513,53.45347542,4.955679728,1.955679728,3,1800,0,-73
264.5174935,54.31046074,5.184322125,2.184322125,3,1800,0,-73
264.6196224,55.1512243,5.182332153,2.182332153,3,1800,0,-74
264.031449,56.03763158,5.19381358,2.19381358,3,1800,0,-71
264.031449,56.03763158,5.19381358,2.19381358,3,1800,0,-72
263.5391731,56.95090992,5.203462113,2.203462113,3,1800,0,-73
263.8540752,57.81558048,5.197285965,2.197285965,3,1800,0,-73
263.4569123,58.70922661,5.2050779,2.2050779,3,1800,0,-73
263.1613652,59.62815834,5.210891374,2.210891374,3,1800,0,-72
262.7127298,60.48929697,5.219740917,2.219740917,3,1800,0,-76
262.3461682,61.29911952,5.226993798,2.226993798,3,1800,0,-75
260.7914798,61.95818593,5.475757288,2.475757288,3,1800,0,-74
258.1274342,62.4636266,5.531921937,2.531921937,3,1800,0,-75
254.9924285,62.78228843,5.599504542,2.599504542,3,1800,0,-72
251.5335399,62.86598124,5.676005047,2.676005047,3,1800,0,-74
247.9295424,62.93835324,5.757963129,2.757963129,3,1800,0,-74
246.1405726,62.41295069,5.799528231,2.799528231,3,1800,0,-73
246.1405726,62.41295069,5.799528231,2.799528231,3,1800,0,-71
244.0627726,61.76849803,5.84856101,2.84856101,3,1800,0,-76
243.6748143,60.96256906,5.857807892,2.857807892,3,1800,0,-78
243.2309959,60.16324362,5.86842198,2.86842198,3,1800,0,-79
243.7097826,59.31657164,5.856973236,2.856973236,3,1800,0,-79
243.7097826,59.31657164,5.856973236,2.856973236,3,1800,0,-78
243.7097826,59.31657164,5.856973236,2.856973236,3,1800,0,-78
243.5397202,58.55616541,5.861034667,2.861034667,3,1800,0,-78
244.2547773,57.81360905,5.611758426,2.611758426,3,1800,0,-76
245.1494294,57.0927321,5.591408801,2.591408801,3,1800,0,-75
245.9760563,56.38450357,5.572736796,2.572736796,3,1800,0,-75
246.7799748,55.63141458,5.554696588,2.554696588,3,1800,0,-74
247.5407994,54.80872347,5.308338076,2.308338076,3,1800,0,-73
248.4064388,53.93527512,5.289944862,2.289944862,3,1800,0,-74
249.1960975,53.04896237,5.273276606,2.273276606,3,1800,0,-76
250.0919747,52.21826266,5.254492646,2.254492646,3,1800,0,-78
249.385216,51.44422679,5.269300193,2.269300193,3,1800,0,-71
248.7036655,50.64075988,5.283658632,2.283658632,3,1800,0,-73
247.2341368,49.91897974,5.314884714,2.314884714,3,1800,0,-77
245.1628847,49.39727075,5.359526986,2.359526986,3,1800,0,-77
241.641591,49.18810293,5.437163354,2.437163354,3,1800,0,-78
241.641591,49.18810293,5.437163354,2.437163354,3,1800,0,-76
241.641591,49.18810293,5.437163354,2.437163354,3,1800,0,-76
238.2437572,49.32030478,5.514233584,2.514233584,3,1800,0,-74
235.2174464,49.82593458,5.584734098,2.584734098,3,1800,0,-71
232.9747029,50.31037282,6.124845988,3.124845988,3,1800,0,-72
231.0673862,51.21044516,6.17501376,3.17501376,3,1800,0,-71
230.1802182,52.18706175,6.198628774,3.198628774,3,1800,0,-74
230.0670128,53.07290786,6.201655074,3.201655074,3,1800,0,-75
229.3354648,54.08714487,6.221282605,3.221282605,3,1800,0,-74
228.6762156,55.10755094,6.239076658,3.239076658,3,1800,0,-74
228.0141907,56.16812483,6.257047949,3.257047949,3,1800,0,-75
227.5039194,57.19947444,6.270970272,3.270970272,3,1800,0,-75
226.998159,58.18181024,6.284830548,3.284830548,3,1800,0,-78
225.8927314,60.03553331,6.315338063,3.315338063,3,1800,0,-78
225.2235653,60.79197658,6.33394941,3.33394941,3,1800,0,-76
224.3091475,61.36787653,6.359559235,3.359559235,3,1800,0,-76
224.3091475,61.36787653,6.359559235,3.359559235,3,1800,0,-76
224.3091475,61.36787653,6.359559235,3.359559235,3,1800,0,-76
222.3029352,61.84794522,6.416475659,3.416475659,3,1800,0,-76
220.2703915,62.30996937,6.475183069,3.475183069,3,1800,0,-76
217.4852682,62.29440353,6.557386778,3.557386778,3,1800,0,-76
214.3227799,62.03086838,6.916886564,3.916886564,3,1800,0,-76
211.8673833,61.58659427,6.996258525,3.996258525,3,1800,0,-76
209.26507,61.01834048,7.08238222,4.08238222,3,1800,0,-74
207.3352133,60.30323952,7.147625648,4.147625648,3,1800,0,-75
205.5128404,59.63323484,7.210342622,4.210342622,3,1800,0,-74
204.5595739,58.87052155,7.24358741,4.24358741,3,1800,0,-74
203.0432777,58.28825715,7.29710049,4.29710049,3,1800,0,-78
201.4763005,57.73701826,7.353234749,4.353234749,3,1800,0,-74
200.1595209,57.39006004,7.401074522,4.401074522,3,1800,0,-74
199.0870612,57.15154075,7.440497737,4.440497737,3,1800,0,-72
199.0870612,57.15154075,7.440497737,4.440497737,3,1800,0,-72
198.1070846,57.10439778,7.476888231,4.476888231,3,1800,0,-73
197.6286593,57.41717565,7.494782981,4.494782981,3,1800,0,-74
197.4959519,57.29405627,7.49976179,4.49976179,3,1800,0,-74
195.5352813,57.19995914,7.574094588,4.574094588,3,1800,0,-73
194.5306262,57.01737698,7.612753472,4.612753472,3,1800,0,-74
192.5715191,56.91901533,7.689279065,4.689279065,3,1800,0,-74
190.4639637,56.55281229,7.773329181,4.773329181,3,1800,0,-73
188.6456103,56.470345,7.847327101,4.847327101,3,1800,0,-73
187.5736268,56.319284,7.891611107,4.891611107,3,1800,0,-73
186.671646,56.22255666,7.929258806,4.929258806,3,1800,0,-74
186.57873,56.12419606,7.933157303,4.933157303,3,1800,0,-74
184.6865392,56.07845035,8.013385287,5.013385287,3,1800,0,-75
183.0554419,56.18940877,8.08384803,5.08384803,3,1800,0,-75
182.371424,56.32460069,8.113765008,5.113765008,3,1800,0,-76
181.147221,56.98886961,8.167860839,5.167860839,3,1800,0,-77
180.2228803,57.81979607,8.209183237,5.209183237,3,1800,0,-77
179.408072,58.72640077,8.245954893,5.245954893,3,1800,0,-77
177.5407595,59.50083984,8.015276445,5.015276445,3,1800,0,-78
176.3490303,60.02206474,8.068731017,5.068731017,3,1800,0,-78
173.6066041,60.00036523,8.194473179,5.194473179,3,1800,0,-77
173.6066041,60.00036523,8.194473179,5.194473179,3,1800,0,-77
173.6066041,60.00036523,8.194473179,5.194473179,3,1800,0,-76
171.4374826,58.8446854,8.296719697,5.296719697,3,1800,0,-76
169.9533019,57.31897809,8.368152273,5.368152273,3,1800,0,-79
171.4440539,56.00046964,8.296406117,5.296406117,3,1800,0,-82
172.9676839,54.63411113,8.22432917,5.22432917,3,1800,0,-77
174.5369381,53.22131289,8.472794331,5.472794331,3,1800,0,-78
176.2103474,51.83451857,8.393482729,5.393482729,3,1800,0,-77
178.7495277,50.42929562,7.961771656,4.961771656,3,1800,0,-73
181.4679219,48.98936726,7.843999854,4.843999854,3,1800,0,-75
184.1728142,47.5630705,7.730200415,4.730200415,3,1800,0,-77
187.8480497,46.08228697,7.580735613,4.580735613,3,1800,0,-75
190.8782001,44.71146442,7.461759905,4.461759905,3,1800,0,-74
193.8903034,43.32055145,7.347117162,4.347117162,3,1800,0,-73
196.240148,42.01321977,7.260084624,4.260084624,3,1800,0,-75
196.240148,42.01321977,7.260084624,4.260084624,3,1800,0,-74
199.5766449,40.70226881,6.857150688,3.857150688,3,1800,0,-79
201.2384919,39.39842308,6.520171386,3.520171386,3,1800,0,-79
203.0028583,38.1165871,6.463984074,3.463984074,3,1800,0,-76
204.0908428,36.84549491,6.42981467,3.42981467,3,1800,0,-74
203.4895316,35.61244412,6.448654943,3.448654943,3,1800,0,-74
203.0934967,34.37573442,6.46112367,3.46112367,3,1800,0,-75
198.0793313,31.93235321,6.908485911,3.908485911,3,1800,0,-75
194.4800035,30.65498014,6.744704765,3.744704765,3,1800,0,-75
190.8788139,29.49412218,6.870747537,3.870747537,3,1800,0,-74
186.4891025,28.23373466,7.030875658,4.030875658,3,1800,0,-71
182.219173,26.87920113,7.193923045,4.193923045,3,1800,0,-72
177.3036085,25.39743623,7.391191265,4.391191265,3,1800,0,-72
177.3036085,25.39743623,7.391191265,4.391191265,3,1800,0,-72
173.2600399,23.90386519,7.886432133,4.886432133,3,1800,0,-72
169.3398249,22.34003689,8.06662656,5.06662656,3,1800,0,-76
164.7812891,20.65054394,8.286724813,5.286724813,3,1800,0,-72
161.0994104,18.96625033,8.473396044,5.473396044,3,1800,0,-72
157.5201469,17.24206109,8.307228325,5.307228325,3,1800,0,-72
154.2373441,15.41899394,8.481494705,5.481494705,3,1800,0,-78
150.8200421,13.65108553,8.670780509,5.670780509,3,1800,0,-81
148.9191409,12.1813003,8.779746148,5.779746148,3,1800,0,-79
148.2624946,10.67637802,8.81802134,5.81802134,3,1800,0,-82
149.2157305,9.355193924,8.762566135,5.762566135,3,1800,0,-83
149.2157305,9.355193924,8.762566135,5.762566135,3,1800,0,-83
152.0159889,8.80983754,8.603590127,5.603590127,3,1800,0,-82
157.5966551,9.045417488,8.303251672,5.303251672,3,1800,0,-82
159.5163039,10.24328061,8.204697319,5.204697319,3,1800,0,-78
