D,AZ,ELEV,TILT,CLASS,FQ,OBS,RSRP
278.2825161,8.417557365,8.582633458,7.417366542,2,1800,0,-75
273.1043831,8.660841549,8.537811809,7.462188191,2,1800,0,-75
267.1434415,8.952380545,8.725420838,7.274579162,2,1800,0,-75
261.5976373,9.067772315,8.907461463,7.092538537,2,1800,0,-76
255.7822267,9.079436233,9.106622857,6.893377143,2,1800,0,-76
251.5209449,8.894852236,9.258257782,6.741742218,2,1800,0,-79
247.4325864,8.829179722,9.408519525,6.591480475,2,1800,0,-76
243.6561538,8.840422837,9.780196089,6.219803911,2,1800,0,-76
240.2671541,9.073822209,9.915427635,6.084572365,2,1800,0,-76
238.2019138,9.442489152,9.999667746,6.000332254,2,1800,0,-81
236.9178979,9.710758713,10.05276009,5.947239907,2,1800,0,-81
236.4791586,9.957835404,10.07102951,5.928970489,2,1800,0,-83
236.4791586,9.957835404,10.07102951,5.928970489,2,1800,0,-83
237.138664,9.804095761,10.04359203,5.956407975,2,1800,0,-81
238.4208672,9.535571262,9.990669665,6.009330335,2,1800,0,-81
239.085025,9.384250587,9.96347331,6.03652669,2,1800,0,-84
239.085025,9.384250587,9.96347331,6.03652669,2,1800,0,-84
239.6539261,9.246735243,9.940293868,6.059706132,2,1800,0,-82
241.0978853,8.99432595,9.881937494,6.118062506,2,1800,0,-82
241.6706629,8.858878113,9.85897667,6.14102333,2,1800,0,-81
241.6170291,8.835784592,9.861122194,6.138877806,2,1800,0,-81
242.288793,8.68839171,9.83431604,6.16568396,2,1800,0,-81
242.770793,8.895584364,9.815170993,6.184829007,2,1800,0,-81
244.0169039,9.421333156,9.766015851,6.233984149,2,1800,0,-81
245.6121108,9.658439554,9.703797122,6.296202878,2,1800,0,-81
247.9963482,9.847521916,9.387512593,6.612487407,2,1800,0,-79
249.8285454,9.81222504,9.319878615,6.680121385,2,1800,0,-77
252.4323325,9.677300253,9.225407303,6.774592697,2,1800,0,-77
254.1550556,9.600273031,9.163939813,6.836060187,2,1800,0,-78
256.5424386,9.38328884,9.080087432,6.919912568,2,1800,0,-78
258.1581058,9.266410822,9.02419826,6.97580174,2,1800,0,-78
260.8756866,9.18391367,8.931715198,7.068284802,2,1800,0,-76
264.3703967,9.00947128,8.815513574,7.184486426,2,1800,0,-76
266.9821282,8.889738569,8.730611618,7.269388382,2,1800,0,-79
270.2232658,8.672327095,8.627479147,7.372520853,2,1800,0,-79
274.2495088,8.371624728,8.502684436,7.497315564,2,1800,0,-79
276.9725563,8.302709727,8.420294797,7.579705203,2,1800,0,-81
280.5314924,8.16930503,8.51484044,7.48515956,2,1800,0,-81
283.9416207,8.029972912,8.414050138,7.585949862,2,1800,0,-80
287.399583,7.863999187,8.314236775,7.685763225,2,1800,0,-80
291.2803228,7.905781283,8.204984027,7.795015973,2,1800,0,-79
295.2592774,7.936365661,8.095888223,7.904111777,2,1800,0,-78
299.088123,7.957298874,7.993594994,8.006405006,2,1800,0,-83
308.7782789,7.960682526,7.745831732,8.254168268,2,1800,0,-78
313.7047537,8.011895825,7.446131574,8.553868426,2,1800,0,-78
318.6314864,8.061525388,7.332260825,8.667739175,2,1800,0,-80
323.5060937,8.092272814,7.222953526,8.777046474,2,1800,0,-78
329.1645548,8.049218881,7.100066395,8.899933605,2,1800,0,-76
334.0390972,8.07917628,6.997491719,9.002508281,2,1800,0,-80
339.6975994,8.037675391,6.882058426,9.117941574,2,1800,0,-79
345.4607314,8.030101834,6.768322821,9.231677179,2,1800,0,-80
356.1573716,8.107001568,6.566849233,9.433150767,2,1800,0,-81
361.8680771,8.083137614,6.464100676,9.535899324,2,1800,0,-78
366.9000314,8.155921056,6.376182087,9.623817913,2,1800,0,-74
372.7680141,8.177211182,6.276617893,9.723382107,2,1800,0,-69
377.853339,8.261494722,6.192805054,9.807194946,2,1800,0,-68
382.8339196,8.314246327,6.112852051,9.887147949,2,1800,0,-70
386.6685318,8.569899037,6.199173314,9.800826686,2,1800,0,-74
390.4035191,8.791930771,6.140321096,9.859678904,2,1800,0,-76
394.3844239,8.805884796,6.078807274,9.921192726,2,1800,0,-72
396.7843352,8.670381957,6.042313017,9.957686983,2,1800,0,-72
397.9811794,8.485100669,6.024275863,9.975724137,2,1800,0,-76
398.9188677,8.230623985,6.010219128,9.989780872,2,1800,0,-78
399.0735761,8.001504499,6.007906198,9.992093802,2,1800,0,-77
399.3349125,8.071936276,6.004003177,9.995996823,2,1800,0,-75
398.9188677,8.230623985,6.010219128,9.989780872,2,1800,0,-75
397.0513891,8.740774256,6.038279034,9.961720966,2,1800,0,-75
397.6409692,8.89530384,6.029392109,9.970607891,2,1800,0,-75
397.4570646,9.11155924,6.032161363,9.967838637,2,1800,0,-69
396.8981406,9.230049729,5.754924452,10.24507555,2,1800,0,-71
395.5148874,9.102297583,6.061562318,9.938437682,2,1800,0,-72
393.0438169,8.987501455,6.099385046,9.900614954,2,1800,0,-75
389.8298006,8.87560267,6.149288716,9.850711284,2,1800,0,-76
386.3595341,8.726401602,6.204092561,9.795907439,2,1800,0,-74
381.9521946,8.594292903,6.126856177,9.873143823,2,1800,0,-72
376.9168302,8.53027022,6.208072046,9.791927954,2,1800,0,-71
367.0063311,8.442764202,6.374350494,9.625649506,2,1800,0,-72
362.1307657,8.420428893,6.459451282,9.540548718,2,1800,0,-75
357.1575808,8.405956298,6.548618927,9.451381073,2,1800,0,-75
352.9585219,8.282173884,6.625837491,9.374162509,2,1800,0,-78
347.9781572,8.224434093,6.719807211,9.280192789,2,1800,0,-79
343.1031806,8.197757641,6.814393862,9.185606138,2,1800,0,-82
338.3406515,8.245588698,6.909393298,9.090606702,2,1800,0,-83
333.8343565,8.336163568,7.001740696,8.998259304,2,1800,0,-84
329.7001757,8.548169949,7.088649282,8.911350718,2,1800,0,-81
326.3226424,9.005158559,7.161260949,8.838739051,2,1800,0,-81
324.5069157,9.633796209,7.200911181,8.799088819,2,1800,0,-80
324.0192901,10.38694268,7.211634024,8.788365976,2,1800,0,-83
323.933357,11.24322792,7.213526976,8.786473024,2,1800,0,-85
324.9087169,12.08297013,7.712229154,8.287770846,2,1800,0,-87
325.3898994,13.05182539,7.700961363,8.299038637,2,1800,0,-88
325.901595,14.00134102,7.689014901,8.310985099,2,1800,0,-88
325.6471278,15.00508515,7.694951293,8.305048707,2,1800,0,-89
325.5172031,15.98276663,7.697985782,8.302014218,2,1800,0,-89
324.9925756,16.87873076,7.537067388,8.462932612,2,1800,0,-89
324.9107557,17.60390929,7.538943563,8.461056437,2,1800,0,-88
324.1925473,18.1751759,7.555452424,8.444547576,2,1800,0,-88
318.5707088,19.07751022,7.687203262,8.312796738,2,1800,0,-87
314.7778051,19.22111283,8.135764414,7.864235586,2,1800,0,-88
309.7513428,19.31631387,8.265976776,7.734023224,2,1800,0,-87
304.2321272,19.30140517,8.229421696,7.770578304,2,1800,0,-86
297.8847884,19.36103411,8.402296763,7.597703237,2,1800,0,-87
290.5135993,19.41897441,8.612329742,7.387670258,2,1800,0,-85
283.8137375,19.39748161,8.812481762,7.187518238,2,1800,0,-84
276.0897361,19.37026137,8.852494045,7.147505955,2,1800,0,-84
269.1785702,19.29149615,9.076045006,6.923954994,2,1800,0,-82
262.5493637,19.28378952,9.301252402,6.698747598,2,1800,0,-83
255.8497298,19.25640722,9.322462303,6.677537697,2,1800,0,-81
248.4780675,19.32104481,9.593965285,6.406034715,2,1800,0,-80
241.7079906,19.27270197,9.857483985,6.142516015,2,1800,0,-80
234.9380681,19.22157292,10.37187372,5.628126278,2,1800,0,-80
221.6253297,19.13643565,10.98016925,5.019830753,2,1800,0,-77
215.3474725,19.23700199,11.29215267,4.707847326,2,1800,0,-72
210.0394712,19.28380268,11.56991793,4.43008207,2,1800,1,-73
210.0394712,19.28380268,11.56991793,4.43008207,2,1800,1,-72
210.0394712,19.28380268,11.56991793,4.43008207,2,1800,1,-71
200.4480077,19.39128446,11.55993083,4.440069172,2,1800,0,-71
197.4866422,19.512495,11.72850709,4.27149291,2,1800,0,-71
195.8090634,20.08841653,12.66449645,3.335503555,2,1800,0,-74
193.8537407,20.92367705,12.78805762,3.21194238,2,1800,0,-79
192.5948017,21.64637768,12.8688751,3.131124904,2,1800,0,-79
192.6460601,22.79378114,12.86556496,3.134435042,2,1800,0,-80
192.758028,24.26704497,12.57550294,3.424497061,2,1800,0,-80
193.4612038,25.54977183,12.53124085,3.468759146,2,1800,0,-80
194.7933284,26.6558397,12.44822416,3.551775836,2,1800,0,-79
195.5022993,27.82527884,12.40448169,3.595518308,2,1800,0,-78
197.5663312,28.70907189,12.27883988,3.72116012,2,1800,0,-78
199.9305144,29.63637978,12.13797226,3.86202774,2,1800,0,-78
203.8796695,29.9237716,11.90963666,4.090363339,2,1800,0,-81
208.0904855,30.02009147,11.6753206,4.3246794,2,1800,0,-80
212.287766,30.07034729,10.93117935,5.06882065,2,1800,0,-80
217.1410807,29.95758421,10.69255214,5.307447859,2,1800,0,-82
222.3276242,29.65967619,10.44866913,5.551330866,2,1800,0,-82
227.435493,29.35711912,10.21900708,5.780992919,2,1800,0,-82
232.9649347,28.86695947,10.21976994,5.780230062,2,1800,0,-82
237.8383688,28.54181433,10.01464343,5.985356567,2,1800,0,-83
242.4514619,28.41925715,9.827846563,6.172153437,2,1800,0,-80
245.8197161,28.35452519,9.695757472,6.304242528,2,1800,0,-80
248.7454452,28.40611679,9.583844068,6.416155932,2,1800,0,-84
251.689661,28.22334104,9.473778092,6.526221908,2,1800,0,-84
253.921328,27.66273761,9.392004761,6.607995239,2,1800,0,-84
253.921328,27.66273761,9.392004761,6.607995239,2,1800,0,-73
255.4036366,27.18879247,9.338458512,6.661541488,2,1800,0,-77
254.5470104,26.73592836,9.369328845,6.630671155,2,1800,0,-82
255.0332487,26.83865463,9.351781444,6.648218556,2,1800,0,-82
254.996069,27.10389645,9.353120888,6.646879112,2,1800,0,-81
255.1279759,27.4030353,9.348370501,6.651629499,2,1800,0,-81
255.259391,27.66662316,9.343642581,6.656357419,2,1800,0,-82
255.321808,27.94843293,9.341398665,6.658601335,2,1800,0,-83
255.7349182,28.03186474,9.326574074,6.673425926,2,1800,0,-83
254.1261883,28.2105094,9.384568266,6.615431734,2,1800,0,-82
252.5394024,28.15904957,9.442475846,6.557524154,2,1800,0,-83
250.6961359,28.0201686,9.510638736,6.489361264,2,1800,0,-82
248.102499,28.03320465,9.608217732,6.391782268,2,1800,0,-80
245.3352018,27.97514709,9.714541175,6.285458825,2,1800,0,-80
241.5378807,28.22669515,9.864290072,6.135709928,2,1800,0,-80
238.4274635,28.38181968,9.990398832,6.009601168,2,1800,0,-79
234.1473804,28.57785709,10.16923973,5.83076027,2,1800,0,-81
229.8597266,28.74210752,10.11346771,5.886532287,2,1800,0,-80
229.8597266,28.74210752,10.11346771,5.886532287,2,1800,0,-80
224.9184712,29.10449221,10.33091673,5.669083266,2,1800,0,-80
220.5529642,29.26699497,10.53086997,5.469130034,2,1800,0,-80
215.5279252,29.59624899,10.77071693,5.22928307,2,1800,0,-80
210.756896,29.72110108,11.53159018,4.468409816,2,1800,0,-80
206.3985516,29.90778209,11.76836921,4.231630789,2,1800,0,-80
202.1420184,30.16709453,12.0090541,3.990945899,2,1800,0,-78
198.2177637,30.47422494,12.23970455,3.760295451,2,1800,0,-79
194.1430557,30.79840367,12.48861284,3.511387158,2,1800,0,-82
190.1445477,31.11041564,12.74274223,3.257257765,2,1800,0,-80
185.1636996,31.5435199,13.07388925,2.926110751,2,1800,0,-83
179.3848867,32.15854615,13.47991534,2.520084661,2,1800,0,-83
174.3431628,32.62601057,13.85491196,2.145088042,2,1800,0,-87
168.713754,33.01547602,14.29853419,1.701465811,2,1800,0,-88
162.8756631,33.66666321,14.7889489,1.211051099,2,1800,0,-89
157.1540812,34.04135432,15.3025468,0.697453198,2,1800,0,-88
150.924881,34.71871891,15.19809705,0.801902955,2,1800,0,-88
145.3154917,35.19063752,15.7561331,0.243866903,2,1800,0,-87
139.7460807,35.76371753,16.35112229,0.351122288,2,1800,0,-87
133.9169979,36.64803953,17.02248178,1.022481775,2,1800,0,-87
128.4471424,37.29321984,17.70295031,1.702950313,2,1800,0,-86
123.0305788,38.06699437,18.43067651,2.430676513,2,1800,0,-86
117.6959184,38.86557277,20.0696886,4.069688604,2,1800,0,-82
112.3863128,39.73979157,20.49126826,4.491268262,2,1800,0,-87
107.2023828,40.72954377,21.39436854,5.39436854,2,1800,0,-86
102.1517041,41.84896963,22.35017118,6.35017118,2,1800,0,-85
97.61440123,42.12383629,23.28048775,7.280487751,2,1800,0,-85
92.96875635,43.0059813,24.31177162,8.311771624,2,1800,0,-77
89.48718218,43.62423147,25.14258851,9.142588507,2,1800,0,-88
87.17361041,44.73864617,25.72463621,9.724636214,2,1800,0,-89
85.70759542,46.15605187,26.10662119,10.10662119,2,1800,0,-91
84.94391158,46.58286094,26.30981333,10.30981333,2,1800,0,-92
85.04602633,46.61263278,26.28247384,10.28247384,2,1800,0,-91
85.91109455,46.21600823,26.05296805,10.05296805,2,1800,0,-91
87.00015946,45.33027316,25.76928651,9.76928651,2,1800,0,-89
87.60830728,44.30991359,25.61336631,9.613366309,2,1800,0,-89
87.69796846,43.69238573,25.5905272,9.590527198,2,1800,0,-90
87.69853369,43.0432951,25.59038334,9.590383338,2,1800,0,-89
88.69111417,43.36893058,25.3400655,9.340065498,2,1800,0,-86
89.29627449,44.19831537,25.18968338,9.189683383,2,1800,0,-87
91.48487658,44.24300248,24.65948965,8.659489649,2,1800,0,-86
93.82604917,44.40562206,24.11504975,8.115049754,2,1800,0,-87
96.55279188,44.08425333,23.50880846,7.508808458,2,1800,0,-83
96.55279188,44.08425333,23.50880846,7.508808458,2,1800,0,-82
99.77749497,43.35110016,22.8280072,6.828007202,2,1800,0,-85
103.7237972,42.31263986,22.04408554,6.044085541,2,1800,0,-85
107.8436989,41.45901429,21.27855138,5.278551382,2,1800,0,-87
112.423677,40.27365403,20.48502374,4.485023744,2,1800,0,-87
116.7475294,39.5371011,19.78622794,3.786227945,2,1800,0,-88
121.5879543,38.56686198,18.63433555,2.634335554,2,1800,0,-88
126.742605,37.75179614,17.92588978,1.925889776,2,1800,0,-89
131.9209232,37.00057566,17.26483951,1.264839505,2,1800,0,-89
136.6905111,36.57731013,16.69649335,0.696493351,2,1800,0,-89
141.7169694,35.87146011,16.13563419,0.135634193,2,1800,0,-88
146.9461952,35.26352779,15.58982999,0.410170012,2,1800,0,-90
152.2815742,34.72161221,15.06887919,0.931120807,2,1800,0,-91
158.1507237,33.95533065,15.21059302,0.789406975,2,1800,0,-91
163.4267519,33.47021681,14.74125452,1.258745478,2,1800,0,-90
169.2496683,32.77524181,14.25510725,1.744892754,2,1800,0,-87
174.4638552,32.33446912,13.84569619,2.154303814,2,1800,0,-85
179.6001714,31.89742238,13.46434579,2.53565421,2,1800,0,-83
184.0018008,31.60940894,13.15358394,2.846416065,2,1800,0,-84
188.8078591,31.12959063,12.8299804,3.170019598,2,1800,0,-83
192.5105032,30.40097263,12.59115692,3.40884308,2,1800,0,-82
195.4809306,29.51024334,12.40579568,3.594204316,2,1800,0,-79
196.0909894,27.01264912,12.36838967,3.631610333,2,1800,0,-79
196.0909894,27.01264912,12.36838967,3.631610333,2,1800,0,-79
193.8001276,23.87622053,12.51001628,3.489983717,2,1800,0,-78
192.1735258,22.24892197,12.89614357,3.103856426,2,1800,0,-77
190.4153838,20.49357771,13.01118208,2.988817916,2,1800,0,-79
188.0770086,18.850037,13.16734783,2.832652169,2,1800,0,-79
185.7629083,17.11187865,13.32555978,2.674440216,2,1800,0,-78
183.0549495,15.50065453,13.51550475,2.484495251,2,1800,0,-78
180.2181544,13.77397733,14.31879631,1.681203693,2,1800,0,-76
176.9505077,12.1576413,14.57205309,1.427946912,2,1800,0,-76
174.6513043,10.36547682,14.75556782,1.244432177,2,1800,0,-77
172.68702,8.624593323,14.91596761,1.084032389,2,1800,0,-81
170.245117,7.080521593,15.1201828,0.8798172,2,1800,0,-83
169.0156016,5.651485748,14.59197864,1.408021362,2,1800,0,-83
169.1141436,4.388283626,15.84563702,0.154362984,2,1800,0,-82
168.8887744,3.47358714,15.86571801,0.134281986,2,1800,0,-79
170.1616107,2.272376262,15.75295134,0.247048657,2,1800,0,-78
170.1616107,2.272376262,15.75295134,0.247048657,2,1800,0,-76
172.8601812,1.430599994,15.51896681,0.481033187,2,1800,0,-80
182.2657838,0.237304543,14.7539462,1.246053805,2,1800,0,-75
187.6741183,0.207478628,14.34656454,1.653435465,2,1800,0,-79
193.8505094,0.130915156,13.90747745,2.092522551,2,1800,0,-79
200.8619578,0.027837771,13.43992456,2.560075444,2,1800,0,-69
208.7860318,0.201147298,12.16299297,3.837007032,2,1800,0,-69
217.4069522,0.45823123,11.69423434,4.30576566,2,1800,0,-68
226.1734801,0.678415145,11.25275304,4.747246962,2,1800,0,-71
242.9154792,0.895542441,10.72291849,5.277081507,2,1800,0,-70
259.9547757,0.821702213,10.03483054,5.965169459,2,1800,0,-70
269.0903634,0.771306354,9.70073273,6.29926727,2,1800,0,-70
278.1948147,0.673435321,9.389003742,6.610996258,2,1800,0,-68
287.3740866,0.539950491,9.094193296,6.905806704,2,1800,0,-73
305.0427425,0.228142165,8.391765921,7.608234079,2,1800,0,-73
305.0427425,0.228142165,8.391765921,7.608234079,2,1800,0,-73
313.4579241,0.089869667,8.169560291,7.830439709,2,1800,0,-73
320.9259489,0.039576311,7.981931363,8.018068637,2,1800,0,-73
328.1280334,0.035550195,7.808921161,8.191078839,2,1800,0,-66
339.6854876,0.474901434,7.546345445,8.453654555,2,1800,0,-71
339.6854876,0.474901434,7.546345445,8.453654555,2,1800,0,-71
344.0667775,0.968635793,7.451338196,8.548661804,2,1800,0,-69
348.5401784,2.721531196,7.356757027,8.643242973,2,1800,0,-69
348.5401784,2.721531196,7.356757027,8.643242973,2,1800,0,-69
349.5366576,3.6291207,7.336012748,8.663987252,2,1800,0,-86
350.0663518,5.429610212,6.841488723,9.158511277,2,1800,0,-86
348.00495,6.172445742,6.881626685,9.118373315,2,1800,0,-82
348.00495,6.172445742,6.881626685,9.118373315,2,1800,0,-82
341.1697637,7.291177216,7.513890624,8.486109376,2,1800,0,-79
337.1718627,7.738043864,7.601948118,8.398051882,2,1800,0,-72
337.1718627,7.738043864,7.601948118,8.398051882,2,1800,0,-72
325.6287778,7.977250056,8.213130443,7.786869557,2,1800,0,-75
325.6287778,7.977250056,8.213130443,7.786869557,2,1800,0,-75
314.0969878,8.130616364,8.51032909,7.48967091,2,1800,1,-71
314.0969878,8.130616364,8.51032909,7.48967091,2,1800,1,-75
314.0969878,8.130616364,8.51032909,7.48967091,2,1800,1,-75
303.5014365,8.375058032,8.433771374,7.566228626,2,1800,0,-72
298.0301165,8.616879161,8.586313514,7.413686486,2,1800,0,-73
293.2872039,9.050447753,8.723048484,7.276951516,2,1800,0,-73
290.079413,9.687781757,8.818002814,7.181997186,2,1800,0,-73
287.6366572,10.54366657,8.891698065,7.108301935,2,1800,0,-72
286.8570217,11.52956884,8.915476711,7.084523289,2,1800,0,-72
286.8760923,12.62883619,9.304325452,6.695674548,2,1800,0,-75
287.0748599,13.79615447,9.29799578,6.70200422,2,1800,0,-77
287.3347712,15.0938969,9.289731884,6.710268116,2,1800,0,-84
287.6450702,16.34302789,9.279884959,6.720115041,2,1800,0,-90
288.1798617,17.70024597,9.262962534,6.737037466,2,1800,0,-92
287.9837971,19.09299507,8.881150841,7.118849159,2,1800,0,-96
287.9837971,19.09299507,8.881150841,7.118849159,2,1800,0,-96
287.958102,20.48681689,8.881930689,7.118069311,2,1800,0,-96
288.9980479,21.91835165,8.850476365,7.149523635,2,1800,0,-97
289.3498153,23.41492918,8.839886731,7.160113269,2,1800,0,-99
290.6541011,24.85007203,8.800840867,7.199159133,2,1800,0,-100
291.3420759,26.24473569,8.780382797,7.219617203,2,1800,0,-103
293.052994,27.5658482,8.729912647,7.270087353,2,1800,0,-103
295.6688184,28.82642098,8.653852217,7.346147783,2,1800,0,-103
298.3864441,30.0222515,8.576212453,7.423787547,2,1800,0,-103
300.3614052,31.12074915,8.893419757,7.106580243,2,1800,0,-103
302.0971409,31.89531202,8.843131442,7.156868558,2,1800,0,-105
301.9351297,32.54949815,8.847801401,7.152198599,2,1800,0,-110
300.9289169,33.1350512,8.876915309,7.123084691,2,1800,0,-107
298.9859212,33.68206051,8.933675474,7.066324526,2,1800,0,-106
296.8259694,34.04893283,8.997624516,7.002375484,2,1800,0,-104
293.0654494,34.50227142,9.111154504,6.888845496,2,1800,0,-104
289.9890168,34.8640261,9.206166205,6.793833795,2,1800,0,-110
286.1744525,35.27441624,9.326737327,6.673262673,2,1800,0,-113
283.0214058,35.49551916,9.428787578,6.571212422,2,1800,0,-108
279.6755047,35.66198163,9.539527772,6.460472228,2,1800,0,-106
277.8019652,35.55598699,9.602669703,6.397330297,2,1800,0,-109
276.4729408,35.2501632,9.647964762,6.352035238,2,1800,0,-112
276.2402498,35.07215385,9.655938781,6.344061219,2,1800,0,-111
276.38535,35.18344483,9.650964853,6.349035147,2,1800,0,-110
277.4177861,35.26837212,9.615719729,6.384280271,2,1800,0,-108
278.3732171,35.38079067,9.583329831,6.416670169,2,1800,0,-108
279.4366755,35.48635787,9.547530993,6.452469007,2,1800,0,-105
280.4712312,35.56924471,9.512958461,6.487041539,2,1800,0,-106
280.1748296,35.35019413,9.522838155,6.477161845,2,1800,0,-105
280.6329962,35.08925751,9.507575054,6.492424946,2,1800,0,-108
282.006593,34.73352896,9.46210499,6.53789501,2,1800,0,-113
282.006593,34.73352896,9.46210499,6.53789501,2,1800,0,-113
284.1164621,34.3206065,9.39309553,6.60690447,2,1800,0,-116
287.3728007,34.17779665,9.288523956,6.711476044,2,1800,0,-115
290.8196542,34.09663933,9.18031996,6.81968004,2,1800,0,-114
294.9944787,33.9598602,9.052564549,6.947435451,2,1800,0,-112
299.0649943,33.74415621,8.931351487,7.068648513,2,1800,0,-110
304.0033848,33.49506431,8.788549205,7.211450795,2,1800,0,-109
309.6532572,33.18091136,8.630631627,7.369368373,2,1800,0,-110
315.2625864,32.83862518,8.123421106,7.876578894,2,1800,0,-112
321.0152981,32.52340048,7.97973835,8.02026165,2,1800,0,-115
326.6924035,32.24246543,7.842810861,8.157189139,2,1800,0,-120
315.188635,32.77950127,8.125301622,7.874698378,2,1800,0,-110
315.188635,32.77950127,8.125301622,7.874698378,2,1800,0,-110
312.0403093,32.99445577,8.565591869,7.434408131,2,1800,0,-110
307.6038436,32.90883518,8.687258898,7.312741102,2,1800,0,-109
303.6577148,32.56312591,8.798397237,7.201602763,2,1800,0,-105
301.2049409,31.90944707,8.868909889,7.131090111,2,1800,0,-104
296.029054,30.2778268,8.64348055,7.35651945,2,1800,0,-103
294.3563335,29.28253829,8.691850276,7.308149724,2,1800,0,-103
292.647507,28.257767,8.741821932,7.258178068,2,1800,0,-102
291.9427278,27.24267746,8.762598425,7.237401575,2,1800,0,-101
290.5937061,26.30499492,8.802641332,7.197358668,2,1800,0,-100
290.1075609,25.3663492,8.817160686,7.182839314,2,1800,0,-99
289.7341618,24.51250032,8.828345037,7.171654963,2,1800,0,-97
290.2224386,23.7125738,8.813725427,7.186274573,2,1800,0,-97
291.6772202,22.99387094,8.770450871,7.229549129,2,1800,0,-96
294.1017694,22.44868354,8.699258591,7.300741409,2,1800,0,-97
297.4367429,21.88534085,8.603186782,7.396813218,2,1800,0,-101
301.6139837,21.60562985,8.485782518,7.514217482,2,1800,0,-103
306.7082828,21.49583783,8.16388207,7.83611793,2,1800,0,-106
311.8119621,21.45091239,8.032015175,7.967984825,2,1800,0,-108
317.6901909,21.38394285,7.885285355,8.114714645,2,1800,0,-111
323.5613622,21.26035164,7.743955066,8.256044934,2,1800,0,-112
329.5428053,21.12145282,7.605056641,8.394943359,2,1800,0,-110
335.4170216,21.00682547,7.473386665,8.526613335,2,1800,0,-108
341.4053228,20.91451186,7.343745819,8.656254181,2,1800,0,-109
346.393561,20.80937151,7.239122183,8.760877817,2,1800,0,-111
351.492617,20.68886912,7.135195447,8.864804553,2,1800,0,-112
356.5954679,20.60754409,7.034121573,8.965878427,2,1800,0,-112
359.9203364,20.49572133,6.969783905,9.030216095,2,1800,0,-112
363.3617619,20.47349367,6.904412774,9.095587226,2,1800,0,-112
365.0324304,20.55859709,6.873115846,9.126884154,2,1800,0,-111
365.9230046,20.59206124,6.856547665,9.143452335,2,1800,0,-111
365.0346648,20.5935017,6.873074176,9.126925824,2,1800,0,-111
364.2597486,20.62974653,6.887555458,9.112444542,2,1800,0,-111
363.3714104,20.63128571,6.904231213,9.095768787,2,1800,0,-110
361.7045817,20.61657932,6.935738499,9.064261501,2,1800,0,-108
360.8150606,20.60044078,6.952670088,9.047329912,2,1800,0,-106
359.9244556,20.56652245,6.969704923,9.030295077,2,1800,0,-107
359.1628549,20.78059994,6.98433828,9.01566172,2,1800,0,-107
358.2971971,21.0136714,7.001045406,8.998954594,2,1800,0,-108
355.7604627,21.16418997,7.050465387,8.949534613,2,1800,0,-109
339.6484461,21.10684762,7.38131447,8.61868553,2,1800,0,-104
334.6635689,21.21853906,7.490021227,8.509978773,2,1800,0,-104
329.5716164,21.3533829,7.604399589,8.395600411,2,1800,0,-104
324.48446,21.51208566,7.722191147,8.277808853,2,1800,0,-104
318.6164239,21.63995568,7.862649572,8.137350428,2,1800,0,-106
313.5269944,21.76822961,7.988647772,8.011352228,2,1800,0,-110
308.4391875,21.9007361,8.118680321,7.881319679,2,1800,0,-109
308.4391875,21.9007361,8.118680321,7.881319679,2,1800,0,-103
303.3530846,22.03768666,8.437836465,7.562163535,2,1800,0,-103
299.148189,22.13027359,8.554697677,7.445302323,2,1800,0,-97
295.8026823,22.06816597,8.649995213,7.350004787,2,1800,0,-95
293.2083095,21.84731718,8.725359506,7.274640494,2,1800,0,-92
290.5973193,21.46912331,8.802533596,7.197466404,2,1800,0,-93
288.870344,20.8822968,8.854327005,7.145672995,2,1800,0,-91
287.0598684,20.11103635,8.909277814,7.090722186,2,1800,0,-91
286.311575,19.17671449,8.93218781,7.06781219,2,1800,0,-92
285.5427936,18.14785645,9.347005597,6.652994403,2,1800,0,-92
285.7708115,17.05595076,9.339679042,6.660320958,2,1800,0,-92
285.2399712,15.88678688,9.35675336,6.64324664,2,1800,0,-84
284.9286979,14.73807597,9.366794182,6.633205818,2,1800,0,-84
285.4676469,13.67127622,9.349422667,6.650577333,2,1800,0,-84
285.1813371,12.65236634,9.358643105,6.641356895,2,1800,0,-76
285.7842622,11.76793221,8.948402512,7.051597488,2,1800,0,-76
286.4197783,10.93135622,8.928867799,7.071132201,2,1800,0,-75
288.7192348,10.19897788,8.858887676,7.141112324,2,1800,0,-71
291.8981923,9.553050219,8.763914599,7.236085401,2,1800,0,-71
295.9004096,9.038692751,8.647181562,7.352818438,2,1800,0,-71
301.4709364,8.683858976,8.48975034,7.51024966,2,1800,0,-78
306.8989781,8.37838571,8.34172583,7.65827417,2,1800,0,-78
313.3592298,8.081485698,8.530070986,7.469929014,2,1800,1,-79
319.7190677,7.792380963,8.362814624,7.637185376,2,1800,0,-79
326.1711169,7.537848416,7.855188885,8.144811115,2,1800,0,-79
332.4477578,7.345068938,7.708682347,8.291317653,2,1800,0,-78
337.9207362,7.166908583,7.585297645,8.414702355,2,1800,0,-78
337.9207362,7.166908583,7.585297645,8.414702355,2,1800,0,-76
342.3814244,7.069755064,7.487601806,8.512398194,2,1800,0,-80
345.094927,7.002703877,7.429386615,8.570613385,2,1800,0,-81
347.6836766,7.025948582,6.887924516,9.112075484,2,1800,0,-79
350.8814649,7.1834696,6.825745762,9.174254238,2,1800,0,-79
354.7793182,7.492239708,6.751449401,9.248550599,2,1800,0,-74
